dateReunion,adresse,idRepas
2023-06-26,"29, chemin de Maréchal 31762 Pascal-sur-Joly",7057124365
2021-11-01,"75, avenue de Michel 81614 Meunierdan",2467117348
2021-01-02,"6, boulevard Dumont 10478 Pottier",3872255251
2023-05-29,"2, avenue de Raynaud 39343 Jourdan",7267342449
2023-12-11,"20, chemin de Pineau 26928 Fernandez",2395881420
2020-10-31,"38, chemin Julien 15846 Peron-sur-Grenier",3606806005
2021-08-03,"61, boulevard de Blanc 67736 Sainte Simonenec",5638284296
2023-02-16,"85, avenue Margaux Fernandez 24712 Saint Julie-sur",2582535917
2022-09-06,"690, boulevard Constance Martinez 69634 Lucas",8152324423
2023-04-04,"1, boulevard Coste 89602 Delattre-sur-Raymond",9816731658
2023-09-16,"2, avenue Adèle Jean 20179 Sainte AndréeVille",2307730250
2021-01-02,"18, avenue Descamps 62353 Saint Margaux",2497038580
2023-12-28,boulevard de Ribeiro 90180 Ruiz-les-Bains,5039442422
2023-10-09,"24, rue Robert 75624 Benoit-sur-Aubert",3409098809
2022-09-22,"79, chemin de Thibault 97228 Mahe",5620908988
2021-02-22,"87, chemin de Lemaire 48306 Saint Valérienec",3973728313
2022-05-18,"85, avenue Margaux Fernandez 24712 Saint Julie-sur",4076708488
2020-12-05,"11, avenue Carlier 57944 Legrand",2895285531
2021-12-13,"85, avenue Margaux Fernandez 24712 Saint Julie-sur",7033884575
2020-11-20,"92, rue de Gaillard 02327 ReyBourg",8810708609
2021-01-31,"435, boulevard Frédéric Texier 56186 Saint Victorn",1453466485
2021-04-29,"18, avenue Descamps 62353 Saint Margaux",5552699696
2022-01-20,"87, boulevard Élise Schmitt 45371 Sainte Diane",7130767146
2023-02-27,"42, rue Delattre 30953 Vallée",5298902321
2023-02-09,"1, boulevard Coste 89602 Delattre-sur-Raymond",8865546338
2021-07-05,chemin de Faivre 97611 Saint Alfred-sur-Mer,9007637046
2023-11-27,"92, rue de Gaillard 02327 ReyBourg",8249154777
2022-05-14,"85, avenue Margaux Fernandez 24712 Saint Julie-sur",3329921421
2022-08-13,"2, avenue de Raynaud 39343 Jourdan",2645305745
2023-12-06,"2, avenue Adèle Jean 20179 Sainte AndréeVille",2121997018
2020-12-02,"8, rue Dumas 32441 David",7015375564
2020-01-20,"29, chemin de Maréchal 31762 Pascal-sur-Joly",4229550796
2020-12-16,"20, chemin de Pineau 26928 Fernandez",1853829103
2021-05-11,"11, avenue Carlier 57944 Legrand",3247559299
2022-08-26,"15, chemin de Durand 75909 Moreau",2395881420
2020-09-25,"8, chemin Fernandez 47926 Henry-les-Bains",6179561231
2021-10-11,"59, boulevard de Vallet 67649 Perrotboeuf",4400649560
2023-12-04,"59, boulevard de Vallet 67649 Perrotboeuf",6179561231
2022-02-10,"28, rue Rodrigues 95203 Gilbert",6756762858
2023-02-25,"59, boulevard de Vallet 67649 Perrotboeuf",6271621707
2021-03-13,"13, rue Ferreira 75434 Legendre-sur-Mer",7844909723
2021-06-24,"37, avenue Pierre Rodriguez 97636 Baron",3247559299
2020-12-23,"435, boulevard Frédéric Texier 56186 Saint Victorn",3872255251
2020-12-06,"8, rue Joséphine Allard 47545 Sainte Éric-sur-Mer",1400929644
2021-01-10,"48, boulevard Muller 71270 Klein-sur-Mer",1247763124
2022-12-08,"69, chemin Le Goff 62402 Saint David",5061867847
2022-03-01,"59, boulevard de Vallet 67649 Perrotboeuf",6997039885
2021-12-02,"51, boulevard de Jean 97679 Sainte Valérieboeuf",1510576435
2020-05-15,"79, chemin de Thibault 97228 Mahe",9458426081
2023-05-25,"83, rue Raymond Bourgeois 48520 Ollivier",3769263128
2023-04-29,"8, chemin Fernandez 47926 Henry-les-Bains",8201618583
2021-12-08,"2, avenue Adèle Jean 20179 Sainte AndréeVille",5611858551
2020-10-20,"87, boulevard Élise Schmitt 45371 Sainte Diane",9939612970
2021-10-12,"87, boulevard Élise Schmitt 45371 Sainte Diane",2373044999
2024-02-17,"15, chemin de Durand 75909 Moreau",1079519294
2021-02-21,"8, chemin Fernandez 47926 Henry-les-Bains",6274822489
2021-05-28,"8, rue Joséphine Allard 47545 Sainte Éric-sur-Mer",8020970533
2022-06-02,"51, boulevard de Jean 97679 Sainte Valérieboeuf",9562240268
2023-11-13,"51, boulevard de Jean 97679 Sainte Valérieboeuf",6039767575
2024-01-05,"87, chemin de Lemaire 48306 Saint Valérienec",4908711034
2023-02-04,"8, boulevard de Weiss 12784 Saint Luc",3723076500
2023-02-03,"38, chemin Julien 15846 Peron-sur-Grenier",9775284386
2021-10-28,"94, avenue de Bigot 49107 Sainte Mathilde-les-Bain",2053671054
2023-02-17,"24, rue Robert 75624 Benoit-sur-Aubert",7610399927
2021-11-15,"23, boulevard Patrick Boulanger 22560 Sainte Margo",2659218649
2023-01-19,chemin de Faivre 97611 Saint Alfred-sur-Mer,4805590261
2024-02-23,"18, avenue Descamps 62353 Saint Margaux",2395881420
2022-02-19,"82, boulevard Lemoine 54413 Sainte Margotnec",9584294661
2021-03-16,"2, avenue de Raynaud 39343 Jourdan",5643697151
2022-02-18,boulevard de Ribeiro 90180 Ruiz-les-Bains,6452773657
2020-10-27,"23, boulevard Patrick Boulanger 22560 Sainte Margo",7855904851
2023-11-29,"69, chemin Le Goff 62402 Saint David",2975809098
2023-02-05,"38, chemin Julien 15846 Peron-sur-Grenier",1590741639
2021-10-03,"15, chemin de Durand 75909 Moreau",7558078163
2020-08-05,"6, boulevard Dumont 10478 Pottier",6258285716
2024-03-03,"11, avenue Carlier 57944 Legrand",6223081964
2020-12-16,"59, boulevard de Vallet 67649 Perrotboeuf",2395881420
2021-02-09,"38, chemin Julien 15846 Peron-sur-Grenier",7992219992
2023-12-05,"15, chemin de Durand 75909 Moreau",5384610201
2023-12-04,"87, boulevard Élise Schmitt 45371 Sainte Diane",1067563432
2022-04-27,"9, avenue Bertrand Pons 15496 Lefort-sur-Hebert",7652110898
2021-09-03,avenue Gilles 06756 Petit,3566120851
2023-10-13,"1, boulevard Coste 89602 Delattre-sur-Raymond",2659218649
2022-12-13,"8, chemin Fernandez 47926 Henry-les-Bains",6039767575
2022-01-16,"8, chemin Fernandez 47926 Henry-les-Bains",5638284296
2021-09-17,rue De Sousa 82879 Roche,8865546338
2020-02-22,"87, chemin de Lemaire 48306 Saint Valérienec",6145055196
2023-02-01,"48, boulevard Muller 71270 Klein-sur-Mer",9458426081
2023-12-24,"92, rue de Cousin 56814 Saint Adrienne",9296871511
2021-05-10,"18, avenue Descamps 62353 Saint Margaux",8810708609
2022-05-03,"1, boulevard Coste 89602 Delattre-sur-Raymond",3769263128
2023-03-05,"2, avenue Adèle Jean 20179 Sainte AndréeVille",9296871511
2023-01-10,"23, boulevard Patrick Boulanger 22560 Sainte Margo",2700720507
2023-11-26,"79, chemin de Thibault 97228 Mahe",9331175119
2023-02-18,"8, rue Joséphine Allard 47545 Sainte Éric-sur-Mer",2826173895
2023-02-14,"13, rue Ferreira 75434 Legendre-sur-Mer",7736347226
2020-02-22,"83, rue Raymond Bourgeois 48520 Ollivier",5611858551
2021-10-28,"943, avenue de Vallée 53176 Le Rouxboeuf",4400649560
2021-09-14,"2, avenue de Raynaud 39343 Jourdan",5646027845
2021-01-20,"69, chemin Le Goff 62402 Saint David",6891783418
2024-02-10,"9, avenue Bertrand Pons 15496 Lefort-sur-Hebert",1564195561
2022-05-18,"943, avenue de Vallée 53176 Le Rouxboeuf",7494527871
2025-02-13,"9, avenue Bertrand Pons 15496 Lefort-sur-Hebert",1189575492
2021-02-14,"8, boulevard de Weiss 12784 Saint Luc",1673624259
2021-02-11,"8, rue Joséphine Allard 47545 Sainte Éric-sur-Mer",6486467492
2026-01-01,"943, avenue de Vallée 53176 Le Rouxboeuf",5256871839
2024-01-07,rue De Sousa 82879 Roche,9775284386
2022-11-11,avenue Gilles 06756 Petit,1067563432
2021-10-13,"83, rue Raymond Bourgeois 48520 Ollivier",2897885177
2024-01-16,"8, boulevard de Weiss 12784 Saint Luc",8201618583
2024-02-14,"94, avenue de Bigot 49107 Sainte Mathilde-les-Bain",1378229551
2020-02-06,"20, chemin de Pineau 26928 Fernandez",4908711034
2021-12-25,"79, chemin de Thibault 97228 Mahe",5643697151
2022-08-08,"6, boulevard Dumont 10478 Pottier",6258285716
2025-03-31,"23, boulevard Patrick Boulanger 22560 Sainte Margo",8887217737
2020-04-12,"61, boulevard de Blanc 67736 Sainte Simonenec",1920222166
2021-01-16,"15, chemin de Durand 75909 Moreau",6168859445
2022-01-08,"8, rue Joséphine Allard 47545 Sainte Éric-sur-Mer",3247559299
2020-10-15,"59, boulevard de Vallet 67649 Perrotboeuf",5552699696
2026-01-19,"2, avenue de Raynaud 39343 Jourdan",4229550796
2020-03-27,"37, avenue Pierre Rodriguez 97636 Baron",2782039360
2021-03-23,"92, rue de Cousin 56814 Saint Adrienne",2497038580
2020-02-13,"37, avenue Pierre Rodriguez 97636 Baron",7855904851
2024-01-12,chemin de Faivre 97611 Saint Alfred-sur-Mer,8299141107
2021-02-13,"23, boulevard Patrick Boulanger 22560 Sainte Margo",2659218649
2022-12-17,"1, boulevard Coste 89602 Delattre-sur-Raymond",3182569704
2022-02-26,"92, rue de Cousin 56814 Saint Adrienne",1182563319
2022-02-26,"20, chemin de Pineau 26928 Fernandez",8177030563
2021-12-16,rue de Mendès 47183 Pereznec,5278539026
2023-11-23,boulevard de Ribeiro 90180 Ruiz-les-Bains,3180759815
2020-01-27,"85, avenue Margaux Fernandez 24712 Saint Julie-sur",5168465376
2020-08-01,"690, boulevard Constance Martinez 69634 Lucas",4031568901
2023-04-10,chemin de Faivre 97611 Saint Alfred-sur-Mer,5026744951
2023-08-18,"11, avenue Carlier 57944 Legrand",3180759815
2021-05-16,"69, chemin Le Goff 62402 Saint David",2782039360
2021-09-17,"83, rue Charles Diallo 71417 MaréchalVille",8398988598
2022-10-16,"8, boulevard de Weiss 12784 Saint Luc",1920222166
2023-08-31,"83, rue Charles Diallo 71417 MaréchalVille",3247559299
2023-08-13,"83, rue Charles Diallo 71417 MaréchalVille",8211983103
2024-03-24,"55, chemin Denis Dufour 95266 Chartier",7610399927
2021-10-10,"83, rue Raymond Bourgeois 48520 Ollivier",1510576435
2020-10-09,"2, avenue de Raynaud 39343 Jourdan",2975809098
2020-10-06,rue de Tanguy 44327 Sainte Antoine,5552699696
2020-03-19,"15, chemin de Durand 75909 Moreau",5330764083
2023-02-17,"61, boulevard de Blanc 67736 Sainte Simonenec",1915939527
2023-05-29,"1, boulevard Coste 89602 Delattre-sur-Raymond",8201618583
2023-02-04,"28, rue Rodrigues 95203 Gilbert",6887348307
2020-03-30,"943, avenue de Vallée 53176 Le Rouxboeuf",5061867847
2022-01-13,"943, avenue de Vallée 53176 Le Rouxboeuf",6078641484
2023-04-04,"11, avenue Carlier 57944 Legrand",8148827346
2021-07-28,"2, avenue de Raynaud 39343 Jourdan",8887217737
2020-12-01,boulevard de Ribeiro 90180 Ruiz-les-Bains,7652110898
2020-03-23,"61, boulevard de Blanc 67736 Sainte Simonenec",3310888204
2022-02-21,"11, avenue Carlier 57944 Legrand",7190638023
2021-07-16,"15, chemin de Durand 75909 Moreau",1792834852
2022-04-03,"94, avenue de Bigot 49107 Sainte Mathilde-les-Bain",9036253359
2023-07-17,"12, chemin Letellier 83914 Jacquet",9775284386
2020-02-05,"38, chemin Julien 15846 Peron-sur-Grenier",5643697151
2023-10-29,chemin de Faivre 97611 Saint Alfred-sur-Mer,6039767575
2020-02-29,"943, avenue de Vallée 53176 Le Rouxboeuf",1853829103
2020-06-03,"24, rue Robert 75624 Benoit-sur-Aubert",5620908988
2023-09-12,"51, boulevard de Jean 97679 Sainte Valérieboeuf",5646027845
2022-11-14,"42, rue Delattre 30953 Vallée",5215499743
2021-10-16,rue de Mendès 47183 Pereznec,9775284386
2023-02-17,"83, rue Raymond Bourgeois 48520 Ollivier",1590741639
2022-02-09,"27, rue Girard 17980 Lacombe-les-Bains",8865546338
2024-01-17,"42, rue Delattre 30953 Vallée",2127982791
2022-04-24,"12, chemin Letellier 83914 Jacquet",1920222166
2020-09-24,"20, chemin de Pineau 26928 Fernandez",9584294661
2023-03-21,avenue Gilles 06756 Petit,7267342449
2022-06-11,"8, chemin Fernandez 47926 Henry-les-Bains",7802888662
2022-02-17,"87, boulevard Élise Schmitt 45371 Sainte Diane",5215499743
2023-07-24,"11, avenue Carlier 57944 Legrand",7610399927
2022-05-31,"1, boulevard Coste 89602 Delattre-sur-Raymond",9533395560
2022-04-30,"51, boulevard de Jean 97679 Sainte Valérieboeuf",7992219992
2021-05-22,"79, chemin de Thibault 97228 Mahe",1436002599
2025-02-27,"87, chemin de Lemaire 48306 Saint Valérienec",8398988598
2021-04-28,"2, avenue Adèle Jean 20179 Sainte AndréeVille",4031568901
2021-12-14,"92, rue de Gaillard 02327 ReyBourg",7401860495
2022-10-25,"6, boulevard Dumont 10478 Pottier",7057124365
2023-10-10,"15, chemin de Durand 75909 Moreau",5168465376
2024-03-02,"92, rue de Gaillard 02327 ReyBourg",1730111678
2024-02-17,boulevard de Ribeiro 90180 Ruiz-les-Bains,3409098809
2020-05-16,"94, avenue de Bigot 49107 Sainte Mathilde-les-Bain",9388200961
2021-05-30,boulevard de Ribeiro 90180 Ruiz-les-Bains,8211983103
2021-04-11,"9, avenue Bertrand Pons 15496 Lefort-sur-Hebert",4031568901
2020-12-24,"87, chemin de Lemaire 48306 Saint Valérienec",9438076100
2020-01-11,"94, avenue de Bigot 49107 Sainte Mathilde-les-Bain",7389581584
2021-01-10,"55, chemin Denis Dufour 95266 Chartier",6486467492
2021-10-14,chemin de Faivre 97611 Saint Alfred-sur-Mer,2395881420
2020-01-28,"15, chemin de Durand 75909 Moreau",3872255251
2026-03-30,"42, rue Delattre 30953 Vallée",2307730250
2024-02-15,"29, chemin de Maréchal 31762 Pascal-sur-Joly",5552699696
2020-12-13,"79, chemin de Thibault 97228 Mahe",3329921421
2022-03-06,"24, rue Robert 75624 Benoit-sur-Aubert",6339962904
2022-03-10,"8, rue Joséphine Allard 47545 Sainte Éric-sur-Mer",6078641484
2023-11-08,chemin de Faivre 97611 Saint Alfred-sur-Mer,6145055196
2024-02-15,"24, rue Robert 75624 Benoit-sur-Aubert",5611858551
2024-01-31,avenue Gilles 06756 Petit,7444184806
2021-12-04,"15, chemin de Durand 75909 Moreau",8398988598
2022-08-04,"12, chemin Letellier 83914 Jacquet",2975809098
2023-12-09,"13, rue Ferreira 75434 Legendre-sur-Mer",1730111678
2020-02-05,"29, chemin de Maréchal 31762 Pascal-sur-Joly",8152324423
2021-01-09,"85, avenue Margaux Fernandez 24712 Saint Julie-sur",1936316918
2021-02-17,"8, boulevard de Weiss 12784 Saint Luc",3723076500
2024-02-16,"8, chemin Fernandez 47926 Henry-les-Bains",2395881420
2022-03-31,"13, rue Ferreira 75434 Legendre-sur-Mer",3566120851
2020-05-31,"18, avenue Descamps 62353 Saint Margaux",3180759815
2021-01-30,"8, chemin Fernandez 47926 Henry-les-Bains",9775284386
2023-09-17,"435, boulevard Frédéric Texier 56186 Saint Victorn",6339962904
2021-11-09,"38, chemin Julien 15846 Peron-sur-Grenier",1486061590
2021-02-19,"16, boulevard Barre 97373 Sainte LuceVille",5620908988
2022-09-11,chemin de Faivre 97611 Saint Alfred-sur-Mer,7190638023
2020-04-01,"92, rue de Gaillard 02327 ReyBourg",9492371465
2020-06-23,"87, boulevard Élise Schmitt 45371 Sainte Diane",3238507398
2021-05-26,"87, chemin de Lemaire 48306 Saint Valérienec",8201618583
2023-05-29,"11, avenue Carlier 57944 Legrand",3180759815
2025-04-05,"38, chemin Julien 15846 Peron-sur-Grenier",7423679684
2021-02-09,"42, rue Delattre 30953 Vallée",6339962904
2020-10-24,"79, chemin de Thibault 97228 Mahe",6145055196
2022-12-17,"94, avenue de Bigot 49107 Sainte Mathilde-les-Bain",2121997018
2020-11-05,"79, chemin de Thibault 97228 Mahe",9775284386
2020-01-22,"16, boulevard Barre 97373 Sainte LuceVille",7190638023
2021-09-06,"38, chemin Julien 15846 Peron-sur-Grenier",4031568901
2022-11-16,"8, rue Joséphine Allard 47545 Sainte Éric-sur-Mer",6522548736
2022-12-15,"15, chemin de Durand 75909 Moreau",7992219992
2021-03-22,"83, rue Charles Diallo 71417 MaréchalVille",7057124365
2024-02-20,"8, rue Dumas 32441 David",2373044999
2023-12-26,"1, boulevard Coste 89602 Delattre-sur-Raymond",4076708488
2023-12-16,"435, boulevard Frédéric Texier 56186 Saint Victorn",2975809098
2021-12-03,"8, boulevard de Weiss 12784 Saint Luc",3176559923
2021-01-10,"29, chemin de Maréchal 31762 Pascal-sur-Joly",1067563432
2022-12-22,"24, rue Robert 75624 Benoit-sur-Aubert",8152324423
2020-01-02,"23, boulevard Patrick Boulanger 22560 Sainte Margo",5298902321
2021-01-02,"23, boulevard Patrick Boulanger 22560 Sainte Margo",6887348307
2022-04-09,"943, avenue de Vallée 53176 Le Rouxboeuf",7389581584
2025-03-14,"87, chemin de Lemaire 48306 Saint Valérienec",1853829103
2021-12-01,boulevard de Ribeiro 90180 Ruiz-les-Bains,6522548736
2020-11-25,"11, avenue Carlier 57944 Legrand",8927419432
2022-12-25,"83, rue Raymond Bourgeois 48520 Ollivier",3769263128
2024-01-19,"92, rue de Cousin 56814 Saint Adrienne",5215499743
2020-01-03,"6, boulevard Dumont 10478 Pottier",8534230829
2022-01-07,"11, avenue Carlier 57944 Legrand",9296871511
2020-12-27,"29, chemin de Maréchal 31762 Pascal-sur-Joly",5039442422
2020-02-07,"18, avenue Descamps 62353 Saint Margaux",2417383063
2020-12-03,rue de Mendès 47183 Pereznec,7444184806
2023-01-09,"38, chemin Julien 15846 Peron-sur-Grenier",9007637046
2020-02-04,"8, rue Joséphine Allard 47545 Sainte Éric-sur-Mer",3180759815
2022-05-12,"83, rue Raymond Bourgeois 48520 Ollivier",5552699696
2021-01-24,"38, chemin Julien 15846 Peron-sur-Grenier",1673624259
2024-01-18,"94, avenue de Bigot 49107 Sainte Mathilde-les-Bain",3769263128
2022-02-09,"42, rue Delattre 30953 Vallée",5620908988
2024-01-26,"83, rue Raymond Bourgeois 48520 Ollivier",3473904497
2023-12-28,"29, chemin de Maréchal 31762 Pascal-sur-Joly",3029896198
2021-11-07,"61, boulevard de Blanc 67736 Sainte Simonenec",1853829103
2023-09-09,"92, rue de Cousin 56814 Saint Adrienne",5643697151
2020-04-14,"85, avenue Margaux Fernandez 24712 Saint Julie-sur",9331175119
2022-01-01,"82, boulevard Lemoine 54413 Sainte Margotnec",2884983029
2022-09-08,"435, boulevard Frédéric Texier 56186 Saint Victorn",3390468257
2021-01-06,"75, avenue de Michel 81614 Meunierdan",6756762858
2023-12-12,"29, chemin de Maréchal 31762 Pascal-sur-Joly",3029896198
2020-11-08,chemin de Faivre 97611 Saint Alfred-sur-Mer,1717013066
2020-12-19,"82, boulevard Lemoine 54413 Sainte Margotnec",8020970533
2022-01-29,"92, rue de Cousin 56814 Saint Adrienne",9533395560
2022-01-20,"69, chemin Le Goff 62402 Saint David",6078641484
2023-05-21,"8, rue Joséphine Allard 47545 Sainte Éric-sur-Mer",3005393867
2024-01-23,avenue Gilles 06756 Petit,1853829103
2021-10-08,"15, chemin de Durand 75909 Moreau",1661589630
2022-03-04,chemin de Faivre 97611 Saint Alfred-sur-Mer,9388200961
2022-06-16,"2, avenue de Raynaud 39343 Jourdan",8356700860
2023-01-02,"24, rue Robert 75624 Benoit-sur-Aubert",4962294046
2023-09-07,"92, rue de Gaillard 02327 ReyBourg",1564195561
2024-09-22,"943, avenue de Vallée 53176 Le Rouxboeuf",7558078163
2024-12-03,"27, rue Girard 17980 Lacombe-les-Bains",8398988598
2020-08-07,"83, rue Charles Diallo 71417 MaréchalVille",9541483757
2022-04-24,"11, avenue Carlier 57944 Legrand",3005393867
2023-03-01,"79, chemin de Thibault 97228 Mahe",5611858551
2021-10-28,"2, avenue de Raynaud 39343 Jourdan",5168465376
2020-11-07,"61, boulevard de Blanc 67736 Sainte Simonenec",3723076500
2025-01-27,chemin de Faivre 97611 Saint Alfred-sur-Mer,1453466485
2020-12-17,"12, chemin Letellier 83914 Jacquet",1590741639
2021-12-12,"28, rue Rodrigues 95203 Gilbert",5298902321
2023-01-03,"11, avenue Carlier 57944 Legrand",6887348307
2022-07-27,rue De Sousa 82879 Roche,6887348307
2024-01-18,boulevard de Ribeiro 90180 Ruiz-les-Bains,2645305745
2020-12-17,"15, chemin de Durand 75909 Moreau",8201618583
2021-09-12,"24, rue Robert 75624 Benoit-sur-Aubert",9481488753
2023-01-19,"82, boulevard Lemoine 54413 Sainte Margotnec",7057124365
2021-02-19,"92, rue de Gaillard 02327 ReyBourg",3390468257
2020-02-02,avenue Gilles 06756 Petit,1079519294
2022-02-12,"55, chemin Denis Dufour 95266 Chartier",2630164426
2022-09-11,"943, avenue de Vallée 53176 Le Rouxboeuf",2645305745
2021-12-08,"8, chemin Fernandez 47926 Henry-les-Bains",7190638023
2024-01-03,"82, boulevard Lemoine 54413 Sainte Margotnec",2497038580
2024-01-25,"23, boulevard Patrick Boulanger 22560 Sainte Margo",3723076500
2023-05-02,"11, avenue Carlier 57944 Legrand",3180759815
2024-02-17,"79, chemin de Thibault 97228 Mahe",3173092786
2023-01-06,"85, avenue Margaux Fernandez 24712 Saint Julie-sur",3473904497
2021-02-20,"55, chemin Denis Dufour 95266 Chartier",3723076500
2020-01-25,"94, avenue de Bigot 49107 Sainte Mathilde-les-Bain",7657538937
2020-05-02,"16, boulevard Barre 97373 Sainte LuceVille",8152324423
2024-01-07,"20, chemin de Pineau 26928 Fernandez",1717013066
2024-01-26,"6, boulevard Dumont 10478 Pottier",7736347226
2024-12-04,"87, chemin de Lemaire 48306 Saint Valérienec",7610399927
2021-05-12,"20, chemin de Pineau 26928 Fernandez",9036253359
2023-12-22,"1, boulevard Coste 89602 Delattre-sur-Raymond",4662634394
2023-10-09,"42, rue Delattre 30953 Vallée",6258285716
2020-01-26,rue de Mendès 47183 Pereznec,2121997018
2023-12-25,"83, rue Charles Diallo 71417 MaréchalVille",5591856964
2023-08-28,"11, avenue Carlier 57944 Legrand",4823654673
2021-01-15,"943, avenue de Vallée 53176 Le Rouxboeuf",6452773657
2021-05-29,"87, boulevard Élise Schmitt 45371 Sainte Diane",3029896198
2022-05-06,"24, rue Robert 75624 Benoit-sur-Aubert",7802888662
2020-02-25,"37, avenue Pierre Rodriguez 97636 Baron",8020970533
2021-12-18,"2, avenue de Raynaud 39343 Jourdan",1182563319
2020-03-01,avenue Gilles 06756 Petit,5289310499
2025-10-23,"42, rue Delattre 30953 Vallée",2826173895
2024-12-06,"8, boulevard de Weiss 12784 Saint Luc",5213702416
2022-02-21,"28, rue Rodrigues 95203 Gilbert",9458426081
2020-01-03,"18, avenue Descamps 62353 Saint Margaux",4805590261
2020-01-27,chemin de Faivre 97611 Saint Alfred-sur-Mer,2383688471
2023-05-30,"38, chemin Julien 15846 Peron-sur-Grenier",6997039885
2022-12-19,"2, avenue Adèle Jean 20179 Sainte AndréeVille",3795733495
2024-02-07,rue De Sousa 82879 Roche,1673624259
2022-04-29,"27, rue Girard 17980 Lacombe-les-Bains",3973728313
2023-11-05,"11, avenue Carlier 57944 Legrand",6852238187
2023-12-11,"82, boulevard Lemoine 54413 Sainte Margotnec",3310888204
2023-10-07,"85, avenue Margaux Fernandez 24712 Saint Julie-sur",3173092786
2026-02-06,"2, avenue de Raynaud 39343 Jourdan",7494527871
2021-12-08,"42, rue Delattre 30953 Vallée",9533395560
2020-05-14,"9, avenue Bertrand Pons 15496 Lefort-sur-Hebert",4583404796
2021-02-24,"18, avenue Descamps 62353 Saint Margaux",5278539026
2022-01-19,"79, chemin de Thibault 97228 Mahe",2700720507
2022-02-13,"435, boulevard Frédéric Texier 56186 Saint Victorn",6223081964
2020-06-12,"82, boulevard Lemoine 54413 Sainte Margotnec",1920222166
2023-05-13,"59, boulevard de Vallet 67649 Perrotboeuf",9036253359
2020-03-26,rue De Sousa 82879 Roche,3723076500
2021-01-16,"943, avenue de Vallée 53176 Le Rouxboeuf",5330764083
2021-07-10,"9, avenue Bertrand Pons 15496 Lefort-sur-Hebert",2826173895
2022-12-14,"23, boulevard Patrick Boulanger 22560 Sainte Margo",4662634394
2020-01-21,rue de Mendès 47183 Pereznec,7855904851
2025-01-31,"8, boulevard de Weiss 12784 Saint Luc",6339962904
2021-10-07,"42, rue Delattre 30953 Vallée",3795733495
2020-01-15,"48, boulevard Muller 71270 Klein-sur-Mer",8299141107
2020-12-05,"75, avenue de Michel 81614 Meunierdan",8398988598
2022-12-30,chemin de Faivre 97611 Saint Alfred-sur-Mer,7401860495
2023-11-19,"6, boulevard Dumont 10478 Pottier",3180759815
2022-02-22,rue de Mendès 47183 Pereznec,2368606894
2020-11-13,"943, avenue de Vallée 53176 Le Rouxboeuf",7033884575
2020-02-28,"24, rue Robert 75624 Benoit-sur-Aubert",7401860495
2023-02-19,"6, boulevard Dumont 10478 Pottier",5719877351
2021-04-06,"61, boulevard de Blanc 67736 Sainte Simonenec",9533395560
2021-12-23,"94, avenue de Bigot 49107 Sainte Mathilde-les-Bain",8299141107
2023-12-18,"87, chemin de Lemaire 48306 Saint Valérienec",1673624259
2022-04-14,"83, rue Charles Diallo 71417 MaréchalVille",2582535917
2022-02-21,"51, boulevard de Jean 97679 Sainte Valérieboeuf",4202068271
2022-03-01,"2, avenue de Raynaud 39343 Jourdan",7033884575
2020-04-11,"23, boulevard Patrick Boulanger 22560 Sainte Margo",5061867847
2023-05-01,"92, rue de Gaillard 02327 ReyBourg",7423679684
2021-02-02,"11, avenue Carlier 57944 Legrand",8865546338
2022-05-03,"20, chemin de Pineau 26928 Fernandez",7889246495
2021-12-04,"24, rue Robert 75624 Benoit-sur-Aubert",7423679684
2023-02-22,"18, avenue Descamps 62353 Saint Margaux",7033884575
2020-02-23,"55, chemin Denis Dufour 95266 Chartier",7844909723
2023-03-21,"8, chemin Fernandez 47926 Henry-les-Bains",1189575492
2023-12-22,"38, chemin Julien 15846 Peron-sur-Grenier",1920222166
2021-12-10,"18, avenue Descamps 62353 Saint Margaux",7015375564
2021-02-27,"20, chemin de Pineau 26928 Fernandez",1247763124
2022-01-21,avenue Gilles 06756 Petit,6522548736
2024-01-11,"27, rue Girard 17980 Lacombe-les-Bains",9388200961
2023-04-29,"85, avenue Margaux Fernandez 24712 Saint Julie-sur",3409098809
2023-03-02,"24, rue Robert 75624 Benoit-sur-Aubert",7802888662
2023-08-25,chemin de Faivre 97611 Saint Alfred-sur-Mer,2127982791
2023-01-12,avenue Gilles 06756 Petit,6522548736
2022-02-24,"29, chemin de Maréchal 31762 Pascal-sur-Joly",3176559923
2021-05-09,boulevard de Ribeiro 90180 Ruiz-les-Bains,6179561231
2021-12-22,"92, rue de Gaillard 02327 ReyBourg",7015375564
2021-02-07,"13, rue Ferreira 75434 Legendre-sur-Mer",5552699696
2020-12-31,"943, avenue de Vallée 53176 Le Rouxboeuf",8359085723
2023-01-23,rue De Sousa 82879 Roche,5638284296
2023-12-27,"8, chemin Fernandez 47926 Henry-les-Bains",6452773657
2021-12-31,"38, chemin Julien 15846 Peron-sur-Grenier",3390468257
2022-08-25,"69, chemin Le Goff 62402 Saint David",3247559299
2021-02-10,rue de Mendès 47183 Pereznec,5646027845
2021-01-29,"24, rue Robert 75624 Benoit-sur-Aubert",2395881420
2020-03-02,rue de Tanguy 44327 Sainte Antoine,2121997018
2022-06-17,"94, avenue de Bigot 49107 Sainte Mathilde-les-Bain",7889246495
2020-01-07,"61, boulevard de Blanc 67736 Sainte Simonenec",9584294661
2023-02-20,"6, boulevard Dumont 10478 Pottier",2897885177
