SIRET,idGroupe,RFID,nomCroyance
49917554883966,3794479229,3439938533,Anti-ananas-sur-raclette
97619788371160,8894037471,3650632716,Anti-légume
23421169317648,3322968243,8940634801,Anti-légume
49391417241429,3498683433,3958123021,Anti-légume
63950133687266,3538927591,9825008369,Anti-ananas-sur-raclette
57003007362412,2020403668,3237720527,Anti-ananas-sur-raclette
11514703785093,8283391142,9641597746,Anti-ananas-sur-raclette
37712325010813,3487627735,7620545087,Anti-légume
49391417241429,3498683433,9691669938,Anti-légume
69511036882363,2557438769,5278683122,Anti-ananas-sur-raclette
36788219232010,5735019659,6511258484,Anti-légume
96073577228654,7738358497,6719305543,Anti-légume
35937003762553,8030289257,8499618582,Anti-ananas-sur-raclette
23421169317648,7713134262,9926760565,Anti-légume
89515745207186,4946804105,6558143514,Anti-ananas-sur-raclette
83907434907681,9483825704,1842762494,Anti-ananas-sur-raclette
51702503153255,8968339833,7284394761,Anti-ananas-sur-raclette
44112288376085,3431295653,3746771013,Anti-légume
51702503153255,1083144912,9000872006,Anti-ananas-sur-raclette
81167159265939,7999060766,3783170592,Anti-légume
37712325010813,3487627735,4014115352,Anti-ananas-sur-raclette
69511036882363,2557438769,6353929697,Anti-ananas-sur-raclette
06993304653729,5366105887,3720370730,Anti-légume
14548937752788,3462875358,5510962398,Anti-légume
57003007362412,2020403668,2195736779,Anti-ananas-sur-raclette
36788219232010,5735019659,8746024606,Anti-ananas-sur-raclette
48760293112824,2829168963,1956414369,Anti-ananas-sur-raclette
41060060164448,5480431818,5343394243,Anti-légume
06993304653729,5366105887,2338174493,Anti-ananas-sur-raclette
69511036882363,2557438769,6122424630,Anti-légume
33058399718832,5877273185,2819391868,Anti-ananas-sur-raclette
41060060164448,5480431818,4048239141,Anti-ananas-sur-raclette
29007121912554,3038314745,9459789668,Anti-légume
28088992559814,6723047732,1244511359,Anti-légume
32248510419942,9252043601,6061258223,Anti-légume
03363878717889,8654757824,7800010199,Anti-légume
55627527881308,6356963178,7535287130,Anti-ananas-sur-raclette
14548937752788,3462875358,3776374165,Anti-ananas-sur-raclette
32248510419942,9252043601,3743399805,Anti-ananas-sur-raclette
55627527881308,6356963178,3422179860,Anti-ananas-sur-raclette
05466078207131,7459875960,5054946312,Anti-légume
49917554883966,3794479229,6517782831,Anti-ananas-sur-raclette
49917554883966,3794479229,5639183398,Anti-ananas-sur-raclette
36788219232010,2447515723,4362160660,Anti-ananas-sur-raclette
23421169317648,3322968243,9321889040,Anti-ananas-sur-raclette
53749997792491,4131911466,8149394382,Anti-ananas-sur-raclette
83907434907681,9483825704,8293669966,Anti-légume
61145436460441,5622045506,9421706185,Anti-ananas-sur-raclette
84747849229230,2548185245,5567732744,Anti-ananas-sur-raclette
32248510419942,2587949349,3890521930,Anti-légume
83876695122502,8054020172,1965103051,Anti-ananas-sur-raclette
51702503153255,1083144912,7090936470,Anti-ananas-sur-raclette
96073577228654,7738358497,8186388116,Anti-ananas-sur-raclette
32248510419942,9252043601,3901549295,Anti-légume
70263465761771,2945965350,6122291677,Anti-légume
29007121912554,3038314745,4249033678,Anti-légume
61145436460441,5622045506,6623527273,Anti-ananas-sur-raclette
49391417241429,3498683433,4656212890,Anti-légume
98329158407802,8970764836,2910441458,Anti-ananas-sur-raclette
79319466934413,8236279818,2999325653,Anti-ananas-sur-raclette
33058399718832,5877273185,2847993068,Anti-légume
35937003762553,8358901571,4308644099,Anti-légume
53060616902393,2954742847,8192860767,Anti-légume
61145436460441,5622045506,5353636658,Anti-légume
49391417241429,4551123954,2901573325,Anti-légume
46800968940449,7967163462,4633099183,Anti-légume
81863341627805,4526121248,3323678176,Anti-légume
53060616902393,2954742847,8865870576,Anti-légume
13484140289071,7382270602,5853429599,Anti-légume
03363878717889,8654757824,5652830881,Anti-légume
55627527881308,6356963178,5568207697,Anti-ananas-sur-raclette
51702503153255,1083144912,7474499755,Anti-ananas-sur-raclette
35937003762553,8876413213,1681354875,Anti-légume
37712325010813,3487627735,6927099986,Anti-légume
84377770359465,9596329928,4371627715,Anti-ananas-sur-raclette
90456978427461,2369643785,2673565999,Anti-légume
06993304653729,5366105887,3760732817,Anti-ananas-sur-raclette
32248510419942,9252043601,9363724838,Anti-ananas-sur-raclette
64717768616115,7919556033,8944679103,Anti-légume
61145436460441,5622045506,6895873047,Anti-légume
90456978427461,2369643785,7722544643,Anti-ananas-sur-raclette
36788219232010,5735019659,7987877666,Anti-légume
53060616902393,2954742847,4367550607,Anti-légume
30426192025617,6050453215,6352672325,Anti-ananas-sur-raclette
49917554883966,3794479229,2362724667,Anti-ananas-sur-raclette
49917554883966,3794479229,9699854774,Anti-légume
98329158407802,8970764836,4501409179,Anti-légume
58903816331381,9072452886,2302932327,Anti-légume
53060616902393,2954742847,1979675622,Anti-ananas-sur-raclette
53749997792491,4131911466,4672319323,Anti-légume
53060616902393,2954742847,5978913386,Anti-légume
97619788371160,8894037471,6840421277,Anti-ananas-sur-raclette
49917554883966,3794479229,2494518221,Anti-ananas-sur-raclette
36788219232010,2447515723,3903073487,Anti-légume
70263465761771,2945965350,2228205529,Anti-légume
37712325010813,3487627735,4559985789,Anti-ananas-sur-raclette
79319466934413,8236279818,3775688181,Anti-ananas-sur-raclette
49391417241429,4551123954,3369621102,Anti-ananas-sur-raclette
53749997792491,4131911466,6130218591,Anti-ananas-sur-raclette
06993304653729,5366105887,8551437416,Anti-légume
31600246537342,1231672681,2943147576,Anti-légume
36788219232010,2447515723,1302082751,Anti-légume
84377770359465,9596329928,6501299405,Anti-légume
96073577228654,7738358497,8405554251,Anti-ananas-sur-raclette
69511036882363,2557438769,4153956839,Anti-légume
22389614872404,4437557565,7104095792,Anti-légume
32248510419942,2587949349,3710607250,Anti-légume
23421169317648,3322968243,3198104731,Anti-légume
35937003762553,8030289257,7454603966,Anti-ananas-sur-raclette
35937003762553,8358901571,3198766298,Anti-ananas-sur-raclette
50318444534242,1177570259,4487175115,Anti-légume
28088992559814,6723047732,4244627488,Anti-légume
32248510419942,2587949349,1832659880,Anti-ananas-sur-raclette
98183300737893,7970714119,4251599074,Anti-ananas-sur-raclette
28088992559814,6723047732,5153168680,Anti-ananas-sur-raclette
63950133687266,3538927591,2301541001,Anti-ananas-sur-raclette
89515745207186,4946804105,9246444006,Anti-ananas-sur-raclette
79319466934413,8236279818,6327522864,Anti-ananas-sur-raclette
00525055521081,3706917257,4895746812,Anti-ananas-sur-raclette
46800968940449,7967163462,1315361045,Anti-légume
36788219232010,5735019659,1208716336,Anti-légume
51702503153255,1083144912,3905138935,Anti-légume
00525055521081,3706917257,8850579457,Anti-légume
80903770168495,8659756853,3754672717,Anti-ananas-sur-raclette
49391417241429,4551123954,6044952671,Anti-légume
24818656352324,4261260447,9556718694,Anti-ananas-sur-raclette
83876695122502,8054020172,4651390563,Anti-ananas-sur-raclette
49391417241429,4551123954,2392363286,Anti-ananas-sur-raclette
51702503153255,8968339833,8118243270,Anti-ananas-sur-raclette
28088992559814,6723047732,1865507937,Anti-ananas-sur-raclette
57003007362412,2020403668,1721582594,Anti-ananas-sur-raclette
92578022077836,3392728242,9902363987,Anti-légume
36788219232010,2447515723,7754004610,Anti-ananas-sur-raclette
23421169317648,7713134262,1606853226,Anti-ananas-sur-raclette
66605720133153,9049066537,3020508060,Anti-ananas-sur-raclette
30426192025617,6050453215,2158916876,Anti-ananas-sur-raclette
24818656352324,4261260447,5901056553,Anti-ananas-sur-raclette
32248510419942,2587949349,4000220675,Anti-ananas-sur-raclette
53060616902393,2954742847,5155549263,Anti-ananas-sur-raclette
28088992559814,6723047732,1430417477,Anti-légume
35937003762553,8876413213,4190313419,Anti-ananas-sur-raclette
32248510419942,9252043601,3844250035,Anti-ananas-sur-raclette
89515745207186,4946804105,7330384084,Anti-ananas-sur-raclette
81863341627805,4526121248,7744742008,Anti-légume
64717768616115,7919556033,3614627246,Anti-légume
84377770359465,9596329928,6424504614,Anti-ananas-sur-raclette
05466078207131,7459875960,7704131248,Anti-ananas-sur-raclette
63950133687266,3538927591,9916034286,Anti-légume
89515745207186,5664845352,2978954506,Anti-légume
03363878717889,8654757824,4969819740,Anti-légume
31600246537342,1231672681,9912207429,Anti-légume
51702503153255,1083144912,4274600940,Anti-ananas-sur-raclette
36788219232010,2447515723,1405489741,Anti-légume
51702503153255,8968339833,2477992042,Anti-ananas-sur-raclette
83907434907681,9483825704,7682333290,Anti-ananas-sur-raclette
79317073641194,1291576549,2399546224,Anti-ananas-sur-raclette
23421169317648,3322968243,2642019642,Anti-légume
11514703785093,8283391142,2856806356,Anti-légume
97619788371160,8894037471,8427697003,Anti-légume
96073577228654,7738358497,8741422707,Anti-légume
06993304653729,5366105887,5891100488,Anti-légume
13484140289071,7382270602,3966523485,Anti-légume
48760293112824,2829168963,6334908501,Anti-légume
03363878717889,8654757824,4137286452,Anti-légume
46800968940449,7967163462,3128353137,Anti-ananas-sur-raclette
48760293112824,2829168963,4901211694,Anti-ananas-sur-raclette
90456978427461,2369643785,3253282302,Anti-légume
35937003762553,8876413213,8556380816,Anti-ananas-sur-raclette
64717768616115,7919556033,1595522513,Anti-légume
32248510419942,9252043601,2233328774,Anti-légume
49917554883966,3794479229,4924092118,Anti-ananas-sur-raclette
44112288376085,3431295653,9675555205,Anti-ananas-sur-raclette
89515745207186,4946804105,2631737825,Anti-légume
92578022077836,3392728242,4848107467,Anti-légume
83907434907681,9483825704,6513975288,Anti-ananas-sur-raclette
58903816331381,9072452886,2220244230,Anti-ananas-sur-raclette
28088992559814,6723047732,6569831054,Anti-légume
90456978427461,2369643785,1314225116,Anti-légume
84377770359465,9596329928,2634106708,Anti-ananas-sur-raclette
36788219232010,2447515723,9562515592,Anti-ananas-sur-raclette
37712325010813,3487627735,6779521028,Anti-légume
38934376101739,3030842343,7174107212,Anti-légume
03791523220638,8965668535,8182220759,Anti-ananas-sur-raclette
64717768616115,7919556033,4521912153,Anti-légume
35937003762553,8030289257,9156276866,Anti-ananas-sur-raclette
51702503153255,1083144912,5000429789,Anti-ananas-sur-raclette
51702503153255,1083144912,3720954046,Anti-légume
84377770359465,9596329928,6561032292,Anti-ananas-sur-raclette
90456978427461,2369643785,8940735022,Anti-ananas-sur-raclette
41060060164448,5480431818,5438443124,Anti-légume
05466078207131,7459875960,8589260217,Anti-ananas-sur-raclette
83907434907681,9483825704,5630348029,Anti-ananas-sur-raclette
22389614872404,4437557565,3501692412,Anti-légume
22389614872404,4437557565,9959360173,Anti-ananas-sur-raclette
61145436460441,5622045506,5996932736,Anti-ananas-sur-raclette
48760293112824,2829168963,9182225913,Anti-ananas-sur-raclette
51258572017295,2740300555,9639698277,Anti-légume
14548937752788,3462875358,8459224098,Anti-ananas-sur-raclette
81863341627805,4526121248,2597187975,Anti-ananas-sur-raclette
28088992559814,6723047732,8744800152,Anti-légume
49391417241429,4551123954,2673304536,Anti-légume
61145436460441,5622045506,3401224336,Anti-légume
49391417241429,4551123954,3023537615,Anti-ananas-sur-raclette
32248510419942,9252043601,9385602259,Anti-légume
55092167093295,6793816076,5325480803,Anti-ananas-sur-raclette
32248510419942,9252043601,6374561595,Anti-légume
64717768616115,7919556033,3869658684,Anti-légume
80903770168495,8659756853,8650019651,Anti-ananas-sur-raclette
90456978427461,2369643785,2367830706,Anti-légume
83907434907681,9483825704,2861785776,Anti-légume
97619788371160,8894037471,1196288290,Anti-ananas-sur-raclette
98183300737893,7970714119,2137554867,Anti-ananas-sur-raclette
51702503153255,8968339833,6991279919,Anti-légume
66605720133153,9049066537,8846423253,Anti-ananas-sur-raclette
37712325010813,3487627735,1603635235,Anti-ananas-sur-raclette
14548937752788,3462875358,2607280321,Anti-ananas-sur-raclette
70263465761771,2945965350,4856547772,Anti-ananas-sur-raclette
90456978427461,2369643785,5522313256,Anti-ananas-sur-raclette
28088992559814,6723047732,4243851399,Anti-légume
35937003762553,8030289257,7536508925,Anti-ananas-sur-raclette
70263465761771,2945965350,6168186747,Anti-légume
64717768616115,7919556033,6080593902,Anti-ananas-sur-raclette
00525055521081,3706917257,1037298609,Anti-légume
51258572017295,2740300555,7815252941,Anti-ananas-sur-raclette
64026792801221,4215140589,2746129478,Anti-légume
50318444534242,1177570259,2140099547,Anti-ananas-sur-raclette
51702503153255,1083144912,4756728416,Anti-ananas-sur-raclette
24818656352324,4261260447,9401687174,Anti-légume
31600246537342,1231672681,4754512252,Anti-légume
79319466934413,8236279818,7984970436,Anti-ananas-sur-raclette
55092167093295,6793816076,3759716879,Anti-légume
80903770168495,8659756853,3512686736,Anti-ananas-sur-raclette
44112288376085,3431295653,4060253850,Anti-ananas-sur-raclette
31600246537342,1231672681,1105471157,Anti-légume
11514703785093,8283391142,5696921530,Anti-légume
51702503153255,1083144912,6954908697,Anti-légume
70263465761771,2945965350,8566789492,Anti-ananas-sur-raclette
13484140289071,7382270602,2897905009,Anti-ananas-sur-raclette
22389614872404,4437557565,2418294444,Anti-ananas-sur-raclette
35937003762553,8030289257,9864597698,Anti-légume
66605720133153,9049066537,2795977193,Anti-ananas-sur-raclette
35937003762553,8030289257,9897251354,Anti-légume
31600246537342,1231672681,6045269143,Anti-légume
61145436460441,5622045506,4397154369,Anti-ananas-sur-raclette
79319466934413,7935233743,6638535903,Anti-ananas-sur-raclette
32248510419942,9252043601,9827631030,Anti-légume
98329158407802,8970764836,7536575800,Anti-ananas-sur-raclette
84747849229230,2548185245,7482698329,Anti-légume
14548937752788,3462875358,7502483011,Anti-légume
49391417241429,4551123954,5900748166,Anti-légume
22389614872404,4437557565,9283797964,Anti-légume
05466078207131,7459875960,1512486295,Anti-légume
96073577228654,7738358497,5208910575,Anti-ananas-sur-raclette
98329158407802,8970764836,7381116000,Anti-ananas-sur-raclette
49917554883966,3794479229,1025950107,Anti-légume
66605720133153,9049066537,2010735549,Anti-légume
14548937752788,3462875358,7104290310,Anti-ananas-sur-raclette
36788219232010,2447515723,1290802879,Anti-ananas-sur-raclette
70263465761771,2945965350,9879827689,Anti-ananas-sur-raclette
35937003762553,8030289257,6439162976,Anti-ananas-sur-raclette
22389614872404,4437557565,5916837625,Anti-ananas-sur-raclette
66605720133153,9049066537,8917533488,Anti-ananas-sur-raclette
53749997792491,4131911466,5858521013,Anti-ananas-sur-raclette
50318444534242,1177570259,4354422532,Anti-légume
90456978427461,2369643785,5222678398,Anti-ananas-sur-raclette
70263465761771,2945965350,9102514739,Anti-légume
30426192025617,6050453215,7870478869,Anti-ananas-sur-raclette
35937003762553,8358901571,3227328106,Anti-légume
51702503153255,8968339833,4531048709,Anti-légume
80723535542121,1214418842,9255678713,Anti-ananas-sur-raclette
28088992559814,6723047732,1664259764,Anti-ananas-sur-raclette
24818656352324,4261260447,6978513628,Anti-ananas-sur-raclette
53749997792491,4131911466,1465101468,Anti-légume
80903770168495,8659756853,3740795718,Anti-légume
64717768616115,7919556033,2370640580,Anti-légume
58903816331381,9072452886,1278478687,Anti-ananas-sur-raclette
29007121912554,3038314745,5524520478,Anti-ananas-sur-raclette
49917554883966,3794479229,8734398760,Anti-ananas-sur-raclette
69511036882363,2557438769,3894409948,Anti-ananas-sur-raclette
61145436460441,5622045506,4794070507,Anti-ananas-sur-raclette
79317073641194,1291576549,1302059273,Anti-ananas-sur-raclette
79319466934413,7935233743,8650481159,Anti-légume
13484140289071,7382270602,5271638670,Anti-légume
31600246537342,1231672681,3202285090,Anti-ananas-sur-raclette
98329158407802,8970764836,6528536963,Anti-légume
79319466934413,8236279818,6519691066,Anti-légume
05466078207131,7459875960,8391205217,Anti-ananas-sur-raclette
64717768616115,7919556033,9057378504,Anti-légume
97619788371160,8894037471,6016790817,Anti-légume
83907434907681,9483825704,3885960810,Anti-ananas-sur-raclette
44112288376085,3431295653,6086643115,Anti-ananas-sur-raclette
58903816331381,9072452886,8936214260,Anti-légume
41060060164448,5480431818,3526050900,Anti-ananas-sur-raclette
05466078207131,7459875960,2157058727,Anti-ananas-sur-raclette
97619788371160,8894037471,5042118210,Anti-légume
90456978427461,2369643785,4215015754,Anti-légume
38934376101739,3030842343,8300998325,Anti-ananas-sur-raclette
70263465761771,2945965350,3868691697,Anti-légume
63950133687266,3538927591,9263814325,Anti-ananas-sur-raclette
79317073641194,1291576549,3253106345,Anti-ananas-sur-raclette
23421169317648,3322968243,4863330766,Anti-ananas-sur-raclette
49391417241429,4551123954,2519810441,Anti-légume
97619788371160,8894037471,3490116169,Anti-légume
03363878717889,8654757824,7751791091,Anti-ananas-sur-raclette
66605720133153,9049066537,2463607129,Anti-ananas-sur-raclette
14548937752788,3462875358,1360750744,Anti-ananas-sur-raclette
33058399718832,5877273185,5914078617,Anti-ananas-sur-raclette
89515745207186,5664845352,9981610459,Anti-légume
64717768616115,7919556033,6659612717,Anti-légume
64026792801221,4215140589,4435732673,Anti-légume
70263465761771,2945965350,2639462002,Anti-ananas-sur-raclette
98183300737893,7970714119,5214085096,Anti-légume
79317073641194,1291576549,3480429844,Anti-légume
53060616902393,2954742847,1214452235,Anti-ananas-sur-raclette
28088992559814,6723047732,3807378811,Anti-légume
98183300737893,7970714119,8761472255,Anti-ananas-sur-raclette
66605720133153,9049066537,8233874074,Anti-ananas-sur-raclette
55092167093295,6793816076,9915617978,Anti-légume
49391417241429,3498683433,3311900942,Anti-légume
11514703785093,8283391142,6663817778,Anti-légume
84377770359465,9596329928,3206301467,Anti-ananas-sur-raclette
92578022077836,3392728242,7589132599,Anti-légume
00525055521081,3706917257,9174178255,Anti-légume
37712325010813,3487627735,7334164941,Anti-légume
35937003762553,8876413213,9506086404,Anti-ananas-sur-raclette
53749997792491,4131911466,6239534849,Anti-légume
80903770168495,8659756853,3200317580,Anti-légume
13484140289071,7382270602,2468369056,Anti-ananas-sur-raclette
92578022077836,6774919538,1030309391,Anti-ananas-sur-raclette
49917554883966,3794479229,7480525689,Anti-ananas-sur-raclette
06993304653729,5366105887,6025489915,Anti-légume
13484140289071,7382270602,7712158834,Anti-légume
64717768616115,7919556033,1312002103,Anti-ananas-sur-raclette
55092167093295,6793816076,5196735698,Anti-ananas-sur-raclette
49917554883966,3794479229,5023988870,Anti-légume
06993304653729,5366105887,7673358549,Anti-ananas-sur-raclette
66605720133153,9049066537,6791342553,Anti-ananas-sur-raclette
32248510419942,2587949349,9139749375,Anti-ananas-sur-raclette
49391417241429,4551123954,7589478447,Anti-ananas-sur-raclette
23421169317648,7713134262,9277202863,Anti-ananas-sur-raclette
33058399718832,5877273185,8669603381,Anti-ananas-sur-raclette
22389614872404,4437557565,6612994098,Anti-ananas-sur-raclette
24818656352324,4261260447,4130515178,Anti-légume
58903816331381,9072452886,6860816140,Anti-légume
53060616902393,2954742847,3641797996,Anti-ananas-sur-raclette
36788219232010,2447515723,6706174449,Anti-ananas-sur-raclette
37712325010813,3487627735,7296983578,Anti-ananas-sur-raclette
51258572017295,2740300555,7816438859,Anti-ananas-sur-raclette
38934376101739,3030842343,3530049792,Anti-légume
81167159265939,7999060766,9326734616,Anti-ananas-sur-raclette
57003007362412,2020403668,8201506626,Anti-légume
97619788371160,8894037471,2821304143,Anti-légume
92578022077836,6774919538,4042241689,Anti-légume
79319466934413,8236279818,4596685921,Anti-ananas-sur-raclette
36788219232010,2447515723,9411678999,Anti-ananas-sur-raclette
81167159265939,7999060766,3471327592,Anti-légume
79319466934413,7935233743,1860705394,Anti-ananas-sur-raclette
98183300737893,7970714119,1675434034,Anti-légume
33058399718832,5877273185,2194664921,Anti-ananas-sur-raclette
24818656352324,4261260447,5185541651,Anti-légume
44112288376085,3431295653,4098641181,Anti-légume
69511036882363,2557438769,7232533791,Anti-ananas-sur-raclette
79317073641194,1291576549,1374779432,Anti-ananas-sur-raclette
35937003762553,8876413213,3018963986,Anti-légume
48760293112824,2829168963,9585914634,Anti-ananas-sur-raclette
28088992559814,6723047732,6800071553,Anti-légume
44112288376085,3431295653,9845137212,Anti-ananas-sur-raclette
92578022077836,3392728242,3010440706,Anti-ananas-sur-raclette
89515745207186,4946804105,1272719926,Anti-ananas-sur-raclette
69511036882363,2557438769,3029408634,Anti-légume
97619788371160,8894037471,9937944810,Anti-légume
29007121912554,3038314745,5758463759,Anti-ananas-sur-raclette
23421169317648,7713134262,3625222165,Anti-légume
41060060164448,5480431818,3950923445,Anti-ananas-sur-raclette
89515745207186,5664845352,9079436775,Anti-ananas-sur-raclette
51702503153255,8968339833,7131757902,Anti-légume
33058399718832,5877273185,7805169772,Anti-ananas-sur-raclette
00525055521081,3706917257,8844687458,Anti-ananas-sur-raclette
03791523220638,8965668535,2282333474,Anti-légume
66605720133153,9049066537,7755977574,Anti-ananas-sur-raclette
00525055521081,3706917257,5268922537,Anti-ananas-sur-raclette
22389614872404,4437557565,6828718131,Anti-légume
64026792801221,4215140589,7359527434,Anti-légume
35937003762553,8030289257,9185267000,Anti-légume
05466078207131,7459875960,3941761603,Anti-légume
83876695122502,8054020172,6511331494,Anti-légume
80903770168495,8659756853,2486702427,Anti-légume
58903816331381,9072452886,3985683335,Anti-légume
98329158407802,8970764836,9299195205,Anti-légume
23421169317648,3322968243,9684720141,Anti-légume
32248510419942,2587949349,3377659121,Anti-ananas-sur-raclette
51702503153255,8968339833,2713974685,Anti-légume
57003007362412,2020403668,8612300426,Anti-ananas-sur-raclette
89515745207186,5664845352,8016834595,Anti-légume
06993304653729,5366105887,4406876057,Anti-légume
36788219232010,2447515723,6109233851,Anti-légume
51702503153255,8968339833,4672258111,Anti-légume
22389614872404,4437557565,9398392830,Anti-légume
98183300737893,7970714119,6878200248,Anti-légume
79317073641194,1291576549,7535404096,Anti-légume
79317073641194,1291576549,2700644592,Anti-légume
97619788371160,8894037471,5372857823,Anti-légume
29007121912554,3038314745,5902067813,Anti-légume
63950133687266,3538927591,9934996135,Anti-ananas-sur-raclette
81863341627805,4526121248,1353247830,Anti-légume
06993304653729,5366105887,3226524728,Anti-ananas-sur-raclette
81167159265939,7999060766,6256796937,Anti-légume
51258572017295,2740300555,4288334962,Anti-ananas-sur-raclette
70263465761771,2945965350,7847486032,Anti-légume
55092167093295,6793816076,8210575097,Anti-ananas-sur-raclette
32248510419942,9252043601,1120053581,Anti-ananas-sur-raclette
23421169317648,7713134262,9200296451,Anti-légume
84747849229230,2548185245,6590094174,Anti-légume
36788219232010,2447515723,8391962235,Anti-légume
03363878717889,8654757824,6649616476,Anti-légume
69511036882363,2557438769,2504339727,Anti-ananas-sur-raclette
37712325010813,3487627735,1317988443,Anti-légume
32248510419942,2587949349,8865416888,Anti-légume
70263465761771,2945965350,5055774692,Anti-ananas-sur-raclette
55627527881308,6356963178,4036357280,Anti-légume
63950133687266,3538927591,7444647779,Anti-légume
29007121912554,3038314745,2000563086,Anti-ananas-sur-raclette
35937003762553,8358901571,7135968614,Anti-ananas-sur-raclette
70263465761771,2945965350,3181527760,Anti-ananas-sur-raclette
79317073641194,1291576549,8113123561,Anti-légume
46800968940449,7967163462,8054606710,Anti-légume
37712325010813,3487627735,7810935516,Anti-ananas-sur-raclette
98183300737893,7970714119,7034914550,Anti-ananas-sur-raclette
89515745207186,4946804105,9128983108,Anti-légume
97619788371160,8894037471,1251973831,Anti-ananas-sur-raclette
06993304653729,5366105887,4140312609,Anti-légume
84747849229230,2548185245,3449812152,Anti-ananas-sur-raclette
53060616902393,2954742847,6088951929,Anti-ananas-sur-raclette
33058399718832,5877273185,2647856593,Anti-ananas-sur-raclette
37712325010813,3487627735,7180967188,Anti-ananas-sur-raclette
61145436460441,5622045506,9618750213,Anti-ananas-sur-raclette
84747849229230,2548185245,1529328175,Anti-légume
44112288376085,3431295653,2743010771,Anti-ananas-sur-raclette
96073577228654,7738358497,6688986139,Anti-légume
57003007362412,2020403668,8913166350,Anti-ananas-sur-raclette
35937003762553,8876413213,8302836887,Anti-légume
79319466934413,8236279818,7227954688,Anti-légume
92578022077836,6774919538,5957061770,Anti-légume
35937003762553,8876413213,3494426357,Anti-légume
46800968940449,7967163462,7257066948,Anti-légume
24818656352324,4261260447,2598140899,Anti-ananas-sur-raclette
69511036882363,2557438769,4217334326,Anti-ananas-sur-raclette
37712325010813,3487627735,8604447734,Anti-ananas-sur-raclette
49917554883966,3794479229,8850462394,Anti-ananas-sur-raclette
00525055521081,3706917257,9828617454,Anti-légume
51702503153255,1083144912,4532147148,Anti-légume
83907434907681,9483825704,3343199631,Anti-légume
79317073641194,1291576549,2406094979,Anti-légume
49917554883966,3794479229,8198627234,Anti-ananas-sur-raclette
05466078207131,7459875960,1283246987,Anti-légume
57003007362412,2020403668,7519161268,Anti-légume
28088992559814,6723047732,8621710859,Anti-légume
51258572017295,2740300555,9525504179,Anti-ananas-sur-raclette
83907434907681,9483825704,6961551375,Anti-légume
35937003762553,8358901571,8743071791,Anti-ananas-sur-raclette
51258572017295,2740300555,6262706482,Anti-ananas-sur-raclette
35937003762553,8030289257,2133101028,Anti-légume
32248510419942,9252043601,9718785101,Anti-ananas-sur-raclette
05466078207131,7459875960,2679931428,Anti-ananas-sur-raclette
03363878717889,8654757824,2919161055,Anti-légume
83876695122502,8054020172,9434826934,Anti-légume
22389614872404,4437557565,2506993902,Anti-ananas-sur-raclette
64717768616115,7919556033,4813782072,Anti-ananas-sur-raclette
22389614872404,4437557565,3988318933,Anti-légume
53749997792491,4131911466,2365961080,Anti-légume
51702503153255,8968339833,4905331128,Anti-légume
35937003762553,8030289257,1878290343,Anti-ananas-sur-raclette
84747849229230,2548185245,1078726319,Anti-ananas-sur-raclette
37712325010813,3487627735,1452498512,Anti-légume
98183300737893,7970714119,6588513423,Anti-légume
11514703785093,8283391142,9226440978,Anti-ananas-sur-raclette
33058399718832,5877273185,1190137053,Anti-légume
46800968940449,7967163462,8774833513,Anti-légume
24818656352324,4261260447,2548795254,Anti-légume
92578022077836,6774919538,1694512131,Anti-ananas-sur-raclette
24818656352324,4261260447,3330488819,Anti-légume
51702503153255,8968339833,1867833885,Anti-ananas-sur-raclette
81167159265939,7999060766,2481030626,Anti-légume
63950133687266,3538927591,1879062109,Anti-ananas-sur-raclette
32248510419942,9252043601,2133261630,Anti-ananas-sur-raclette
80723535542121,1214418842,8435876894,Anti-légume
64717768616115,7919556033,3049620092,Anti-légume
50318444534242,1177570259,8705619563,Anti-ananas-sur-raclette
30426192025617,6050453215,2896905797,Anti-légume
03791523220638,8965668535,8325842413,Anti-ananas-sur-raclette
81863341627805,4526121248,1772364898,Anti-légume
79317073641194,1291576549,3600468108,Anti-légume
89515745207186,5664845352,4767771704,Anti-ananas-sur-raclette
79319466934413,8236279818,8483993166,Anti-légume
37712325010813,3487627735,3461384036,Anti-légume
49917554883966,3794479229,7234430644,Anti-légume
48760293112824,2829168963,3414095488,Anti-ananas-sur-raclette
44112288376085,3431295653,6587663110,Anti-légume
36788219232010,2447515723,4725121648,Anti-légume
97619788371160,8894037471,6156223342,Anti-légume
84747849229230,2548185245,9713074670,Anti-légume
96073577228654,7738358497,2791288583,Anti-légume
36788219232010,2447515723,5901671416,Anti-légume
70263465761771,2945965350,3253957319,Anti-légume
90456978427461,2369643785,9998670641,Anti-ananas-sur-raclette
00525055521081,3706917257,5339737156,Anti-légume
29007121912554,3038314745,6721615736,Anti-ananas-sur-raclette
06993304653729,5366105887,1603157339,Anti-légume
66605720133153,9049066537,2175905951,Anti-ananas-sur-raclette
35937003762553,8358901571,9921250598,Anti-ananas-sur-raclette
13484140289071,7382270602,9345982766,Anti-légume
83907434907681,9483825704,2950503190,Anti-légume
29007121912554,3038314745,4419364606,Anti-légume
84377770359465,9596329928,6432151532,Anti-ananas-sur-raclette
98183300737893,7970714119,5906714450,Anti-ananas-sur-raclette
97619788371160,8894037471,1127960199,Anti-légume
64717768616115,7919556033,1307971691,Anti-légume
14548937752788,3462875358,9455831998,Anti-ananas-sur-raclette
