SIRET,idGroupe,RFID,dateReunion,adresse
24818656352324,4261260447,7058845644,2023-01-22,"82, boulevard Lemoine 54413 Sainte Margotnec"
11514703785093,8283391142,6882868166,2020-01-29,"15, chemin de Durand 75909 Moreau"
23421169317648,3322968243,2714934260,2022-02-19,"69, chemin Le Goff 62402 Saint David"
55092167093295,6793816076,2088894761,2023-02-10,"42, rue Delattre 30953 Vallée"
70263465761771,2945965350,6332204404,2021-12-20,"79, chemin de Thibault 97228 Mahe"
32248510419942,2587949349,7391626056,2020-12-19,"94, avenue de Bigot 49107 Sainte Mathilde-les-Bain"
41060060164448,5480431818,1664052278,2023-01-02,"48, boulevard Muller 71270 Klein-sur-Mer"
00525055521081,3706917257,1916307591,2023-02-06,"9, avenue Bertrand Pons 15496 Lefort-sur-Hebert"
49917554883966,3794479229,6187925694,2023-03-14,chemin de Faivre 97611 Saint Alfred-sur-Mer
36788219232010,2447515723,5979258819,2023-04-12,"61, boulevard de Blanc 67736 Sainte Simonenec"
81167159265939,7999060766,5549314873,2021-01-05,"51, boulevard de Jean 97679 Sainte Valérieboeuf"
24818656352324,4261260447,1977372812,2021-09-22,"8, boulevard de Weiss 12784 Saint Luc"
30426192025617,6050453215,2896544302,2022-12-18,"943, avenue de Vallée 53176 Le Rouxboeuf"
80723535542121,1214418842,8887413596,2021-11-07,"42, rue Delattre 30953 Vallée"
03791523220638,8965668535,3356982266,2024-06-30,"87, boulevard Élise Schmitt 45371 Sainte Diane"
96073577228654,7738358497,8048289289,2020-02-17,"8, boulevard de Weiss 12784 Saint Luc"
98329158407802,8970764836,5030933418,2022-12-10,"8, rue Dumas 32441 David"
44112288376085,3431295653,2232427134,2024-04-17,"11, avenue Carlier 57944 Legrand"
11514703785093,8283391142,5442637121,2020-12-25,"943, avenue de Vallée 53176 Le Rouxboeuf"
80723535542121,1214418842,9631586598,2023-02-11,"85, avenue Margaux Fernandez 24712 Saint Julie-sur"
57003007362412,2020403668,5044459647,2024-02-16,"27, rue Girard 17980 Lacombe-les-Bains"
41060060164448,5480431818,3830682885,2021-12-24,"16, boulevard Barre 97373 Sainte LuceVille"
58903816331381,9072452886,1294941816,2025-03-03,avenue Gilles 06756 Petit
53749997792491,4131911466,9914086004,2021-01-05,"6, boulevard Dumont 10478 Pottier"
51258572017295,2740300555,3930312318,2022-01-20,"83, rue Raymond Bourgeois 48520 Ollivier"
06993304653729,5366105887,7573268312,2022-01-21,"51, boulevard de Jean 97679 Sainte Valérieboeuf"
84377770359465,9596329928,4962999591,2022-01-02,"61, boulevard de Blanc 67736 Sainte Simonenec"
31600246537342,1231672681,6045269143,2022-01-05,"79, chemin de Thibault 97228 Mahe"
51702503153255,8968339833,2748511224,2022-05-03,"1, boulevard Coste 89602 Delattre-sur-Raymond"
53060616902393,2954742847,5155549263,2023-06-14,"29, chemin de Maréchal 31762 Pascal-sur-Joly"
35937003762553,8876413213,7802233906,2021-10-16,"82, boulevard Lemoine 54413 Sainte Margotnec"
41060060164448,5480431818,9565138802,2021-12-23,"94, avenue de Bigot 49107 Sainte Mathilde-les-Bain"
03791523220638,8965668535,9791191481,2022-12-25,"83, rue Raymond Bourgeois 48520 Ollivier"
36788219232010,2447515723,4448576850,2023-03-21,"18, avenue Descamps 62353 Saint Margaux"
00525055521081,3706917257,2522358293,2023-04-15,"87, chemin de Lemaire 48306 Saint Valérienec"
36788219232010,5735019659,8059983794,2020-02-06,"20, chemin de Pineau 26928 Fernandez"
57003007362412,2020403668,4801363189,2022-02-21,"51, boulevard de Jean 97679 Sainte Valérieboeuf"
53749997792491,4131911466,7174217677,2021-01-17,"16, boulevard Barre 97373 Sainte LuceVille"
80723535542121,1214418842,2639582133,2020-02-29,"690, boulevard Constance Martinez 69634 Lucas"
36788219232010,5735019659,4795001052,2021-04-06,"94, avenue de Bigot 49107 Sainte Mathilde-les-Bain"
63950133687266,3538927591,8463290410,2023-01-27,"37, avenue Pierre Rodriguez 97636 Baron"
11514703785093,8283391142,4223622115,2020-01-02,"37, avenue Pierre Rodriguez 97636 Baron"
66605720133153,9049066537,6461643712,2023-01-03,"87, chemin de Lemaire 48306 Saint Valérienec"
37712325010813,3487627735,9382501038,2023-02-26,boulevard de Ribeiro 90180 Ruiz-les-Bains
55092167093295,6793816076,2606339965,2021-11-08,"20, chemin de Pineau 26928 Fernandez"
58903816331381,9072452886,7087502863,2025-03-08,"20, chemin de Pineau 26928 Fernandez"
48760293112824,2829168963,2621621492,2020-06-01,"690, boulevard Constance Martinez 69634 Lucas"
36788219232010,5735019659,5715338956,2020-07-20,"24, rue Robert 75624 Benoit-sur-Aubert"
89515745207186,4946804105,4862046052,2023-12-28,"83, rue Raymond Bourgeois 48520 Ollivier"
35937003762553,8030289257,2288905305,2024-01-19,"435, boulevard Frédéric Texier 56186 Saint Victorn"
51702503153255,8968339833,8872013431,2020-12-04,rue de Mendès 47183 Pereznec
41060060164448,5480431818,1584547924,2023-12-04,chemin de Faivre 97611 Saint Alfred-sur-Mer
24818656352324,4261260447,5269304907,2025-02-07,"8, boulevard de Weiss 12784 Saint Luc"
51702503153255,1083144912,9527498890,2023-09-07,"92, rue de Gaillard 02327 ReyBourg"
64026792801221,4215140589,2508318365,2022-01-15,"59, boulevard de Vallet 67649 Perrotboeuf"
32248510419942,2587949349,7231084765,2024-04-07,"92, rue de Gaillard 02327 ReyBourg"
81863341627805,4526121248,2349879580,2020-10-07,"2, avenue Adèle Jean 20179 Sainte AndréeVille"
64717768616115,7919556033,4124395915,2022-04-07,"1, boulevard Coste 89602 Delattre-sur-Raymond"
53060616902393,2954742847,1140649863,2022-11-25,"435, boulevard Frédéric Texier 56186 Saint Victorn"
36788219232010,5735019659,8382359661,2020-05-06,"75, avenue de Michel 81614 Meunierdan"
32248510419942,9252043601,6061258223,2020-12-27,"943, avenue de Vallée 53176 Le Rouxboeuf"
83876695122502,8054020172,6350913780,2022-10-02,"12, chemin Letellier 83914 Jacquet"
98183300737893,7970714119,4757185086,2023-08-16,"92, rue de Cousin 56814 Saint Adrienne"
41060060164448,5480431818,8646358970,2024-04-22,"85, avenue Margaux Fernandez 24712 Saint Julie-sur"
35937003762553,8030289257,8499618582,2023-05-28,"27, rue Girard 17980 Lacombe-les-Bains"
11514703785093,8283391142,3472473140,2020-11-17,boulevard de Ribeiro 90180 Ruiz-les-Bains
03791523220638,8965668535,4389235645,2021-02-20,"27, rue Girard 17980 Lacombe-les-Bains"
64717768616115,7919556033,7139939206,2022-10-08,"8, rue Joséphine Allard 47545 Sainte Éric-sur-Mer"
61145436460441,5622045506,1376346597,2023-02-22,"69, chemin Le Goff 62402 Saint David"
96073577228654,7738358497,6719305543,2022-07-24,"29, chemin de Maréchal 31762 Pascal-sur-Joly"
35937003762553,8358901571,3815036342,2021-01-16,"943, avenue de Vallée 53176 Le Rouxboeuf"
46800968940449,7967163462,8211840161,2023-05-21,"79, chemin de Thibault 97228 Mahe"
49391417241429,4551123954,9597103874,2021-02-11,"12, chemin Letellier 83914 Jacquet"
89515745207186,4946804105,6558143514,2020-02-25,"8, boulevard de Weiss 12784 Saint Luc"
69511036882363,2557438769,5853251425,2020-07-02,"18, avenue Descamps 62353 Saint Margaux"
35937003762553,8030289257,8364644463,2022-12-13,"94, avenue de Bigot 49107 Sainte Mathilde-les-Bain"
92578022077836,6774919538,4395544320,2021-02-27,"51, boulevard de Jean 97679 Sainte Valérieboeuf"
98329158407802,8970764836,1480491181,2021-01-10,"435, boulevard Frédéric Texier 56186 Saint Victorn"
49391417241429,3498683433,5799768809,2020-12-08,"61, boulevard de Blanc 67736 Sainte Simonenec"
24818656352324,4261260447,1197631382,2022-12-06,"51, boulevard de Jean 97679 Sainte Valérieboeuf"
11514703785093,8283391142,8949574058,2022-03-12,"2, avenue Adèle Jean 20179 Sainte AndréeVille"
70263465761771,2945965350,7497125796,2024-04-07,"8, boulevard de Weiss 12784 Saint Luc"
84747849229230,2548185245,2425624035,2023-12-25,"82, boulevard Lemoine 54413 Sainte Margotnec"
28088992559814,6723047732,6979139073,2023-01-09,"87, chemin de Lemaire 48306 Saint Valérienec"
90456978427461,2369643785,3363103279,2022-02-14,"55, chemin Denis Dufour 95266 Chartier"
35937003762553,8030289257,7349694209,2021-01-06,avenue Gilles 06756 Petit
31600246537342,1231672681,9550544971,2022-10-08,"11, avenue Carlier 57944 Legrand"
06993304653729,5366105887,1663084591,2024-10-07,"83, rue Raymond Bourgeois 48520 Ollivier"
37712325010813,3487627735,7180967188,2021-12-31,boulevard de Ribeiro 90180 Ruiz-les-Bains
49917554883966,3794479229,6540601760,2024-07-25,rue de Tanguy 44327 Sainte Antoine
23421169317648,3322968243,6556012850,2023-01-22,"55, chemin Denis Dufour 95266 Chartier"
79319466934413,8236279818,6943040015,2024-01-29,"61, boulevard de Blanc 67736 Sainte Simonenec"
03791523220638,8965668535,3100756763,2025-12-03,rue De Sousa 82879 Roche
24818656352324,4261260447,8976989379,2020-01-18,"38, chemin Julien 15846 Peron-sur-Grenier"
29007121912554,3038314745,6656773121,2022-02-05,"83, rue Raymond Bourgeois 48520 Ollivier"
89515745207186,5664845352,5408142466,2020-11-20,"92, rue de Gaillard 02327 ReyBourg"
14548937752788,3462875358,8868255662,2023-11-09,"75, avenue de Michel 81614 Meunierdan"
84377770359465,9596329928,1927370612,2024-02-10,"83, rue Raymond Bourgeois 48520 Ollivier"
96073577228654,7738358497,8066372488,2024-01-04,"8, rue Joséphine Allard 47545 Sainte Éric-sur-Mer"
66605720133153,9049066537,2777165758,2024-01-07,"20, chemin de Pineau 26928 Fernandez"
98329158407802,8970764836,7539349873,2024-02-14,"55, chemin Denis Dufour 95266 Chartier"
61145436460441,5622045506,9509939480,2021-12-13,"69, chemin Le Goff 62402 Saint David"
31600246537342,1231672681,2532816627,2026-02-20,"2, avenue de Raynaud 39343 Jourdan"
70263465761771,2945965350,8966936140,2021-01-08,"23, boulevard Patrick Boulanger 22560 Sainte Margo"
61145436460441,5622045506,1400476803,2021-12-08,"690, boulevard Constance Martinez 69634 Lucas"
89515745207186,5664845352,8189974365,2020-10-03,"82, boulevard Lemoine 54413 Sainte Margotnec"
79319466934413,7935233743,4677516329,2020-10-13,"82, boulevard Lemoine 54413 Sainte Margotnec"
50318444534242,1177570259,9420996001,2023-08-21,"82, boulevard Lemoine 54413 Sainte Margotnec"
55092167093295,6793816076,1669528946,2020-02-10,"2, avenue de Raynaud 39343 Jourdan"
57003007362412,2020403668,4730991013,2024-01-02,"16, boulevard Barre 97373 Sainte LuceVille"
13484140289071,7382270602,3724764003,2020-07-31,"94, avenue de Bigot 49107 Sainte Mathilde-les-Bain"
89515745207186,4946804105,7028801680,2023-01-10,"1, boulevard Coste 89602 Delattre-sur-Raymond"
24818656352324,4261260447,5340718069,2020-12-06,"69, chemin Le Goff 62402 Saint David"
79319466934413,7935233743,4433840923,2026-02-15,"2, avenue Adèle Jean 20179 Sainte AndréeVille"
64026792801221,4215140589,4457910585,2022-12-07,"87, boulevard Élise Schmitt 45371 Sainte Diane"
64717768616115,7919556033,8883294981,2020-02-20,"29, chemin de Maréchal 31762 Pascal-sur-Joly"
79317073641194,1291576549,6522446330,2024-02-24,"75, avenue de Michel 81614 Meunierdan"
69511036882363,2557438769,7076494108,2020-02-17,"15, chemin de Durand 75909 Moreau"
23421169317648,7713134262,7306960642,2021-02-20,"82, boulevard Lemoine 54413 Sainte Margotnec"
36788219232010,5735019659,2974601135,2022-11-30,"75, avenue de Michel 81614 Meunierdan"
49391417241429,4551123954,6044952671,2020-01-31,"8, chemin Fernandez 47926 Henry-les-Bains"
55627527881308,6356963178,7192710817,2022-01-26,"6, boulevard Dumont 10478 Pottier"
92578022077836,6774919538,7603541458,2024-01-08,"20, chemin de Pineau 26928 Fernandez"
32248510419942,2587949349,2569677175,2021-07-23,"59, boulevard de Vallet 67649 Perrotboeuf"
51258572017295,2740300555,6110302396,2021-01-26,"87, boulevard Élise Schmitt 45371 Sainte Diane"
55092167093295,6793816076,1244916700,2023-12-31,"12, chemin Letellier 83914 Jacquet"
79319466934413,8236279818,7214025294,2020-06-25,"79, chemin de Thibault 97228 Mahe"
24818656352324,4261260447,5767096174,2020-05-17,chemin de Faivre 97611 Saint Alfred-sur-Mer
92578022077836,6774919538,8127389243,2021-03-29,boulevard de Ribeiro 90180 Ruiz-les-Bains
30426192025617,6050453215,2261758190,2020-02-25,"16, boulevard Barre 97373 Sainte LuceVille"
79317073641194,1291576549,8780683524,2023-07-24,"11, avenue Carlier 57944 Legrand"
00525055521081,3706917257,4151495459,2023-06-12,"8, boulevard de Weiss 12784 Saint Luc"
35937003762553,8876413213,7724176563,2023-04-14,rue De Sousa 82879 Roche
84377770359465,9596329928,1162858206,2021-05-08,"1, boulevard Coste 89602 Delattre-sur-Raymond"
44112288376085,3431295653,9914618746,2023-01-06,"69, chemin Le Goff 62402 Saint David"
35937003762553,8030289257,4176542965,2021-12-09,"11, avenue Carlier 57944 Legrand"
32248510419942,9252043601,1006893559,2020-10-27,"23, boulevard Patrick Boulanger 22560 Sainte Margo"
31600246537342,1231672681,7912472776,2023-03-21,"8, chemin Fernandez 47926 Henry-les-Bains"
29007121912554,3038314745,7880885856,2021-10-14,rue de Mendès 47183 Pereznec
03363878717889,8654757824,3351644866,2022-05-08,"61, boulevard de Blanc 67736 Sainte Simonenec"
14548937752788,3462875358,3774758621,2021-12-01,boulevard de Ribeiro 90180 Ruiz-les-Bains
83907434907681,9483825704,4991711370,2022-01-28,"75, avenue de Michel 81614 Meunierdan"
36788219232010,5735019659,1605018311,2021-02-08,"79, chemin de Thibault 97228 Mahe"
98329158407802,8970764836,7381116000,2022-09-21,"42, rue Delattre 30953 Vallée"
79319466934413,8236279818,6327522864,2021-11-10,chemin de Faivre 97611 Saint Alfred-sur-Mer
23421169317648,7713134262,6468050349,2023-04-06,"15, chemin de Durand 75909 Moreau"
83876695122502,8054020172,3958446534,2023-11-27,"92, rue de Gaillard 02327 ReyBourg"
79319466934413,8236279818,8654519397,2023-02-10,"94, avenue de Bigot 49107 Sainte Mathilde-les-Bain"
69511036882363,2557438769,4246835423,2021-01-23,"79, chemin de Thibault 97228 Mahe"
29007121912554,3038314745,6279315459,2025-07-21,"2, avenue de Raynaud 39343 Jourdan"
49917554883966,3794479229,7947880154,2023-12-21,"23, boulevard Patrick Boulanger 22560 Sainte Margo"
36788219232010,2447515723,9159302272,2021-12-31,"20, chemin de Pineau 26928 Fernandez"
53749997792491,4131911466,4984582513,2025-10-04,"13, rue Ferreira 75434 Legendre-sur-Mer"
23421169317648,7713134262,9926760565,2021-01-01,"435, boulevard Frédéric Texier 56186 Saint Victorn"
84747849229230,2548185245,4328494441,2024-02-13,"92, rue de Cousin 56814 Saint Adrienne"
51702503153255,8968339833,8872013431,2021-12-26,"12, chemin Letellier 83914 Jacquet"
06993304653729,5366105887,4737354355,2021-02-25,avenue Gilles 06756 Petit
29007121912554,3038314745,9459789668,2023-01-10,"27, rue Girard 17980 Lacombe-les-Bains"
13484140289071,7382270602,9413435419,2021-12-20,"87, boulevard Élise Schmitt 45371 Sainte Diane"
29007121912554,3038314745,2555416337,2021-01-02,"6, boulevard Dumont 10478 Pottier"
81863341627805,4526121248,4293784989,2021-12-04,chemin de Faivre 97611 Saint Alfred-sur-Mer
51702503153255,1083144912,5234242280,2023-02-14,"87, chemin de Lemaire 48306 Saint Valérienec"
66605720133153,9049066537,2514288098,2021-03-23,"15, chemin de Durand 75909 Moreau"
49391417241429,4551123954,7108995150,2021-12-16,"20, chemin de Pineau 26928 Fernandez"
35937003762553,8030289257,1609956750,2022-07-10,rue De Sousa 82879 Roche
14548937752788,3462875358,4033773116,2021-03-16,"82, boulevard Lemoine 54413 Sainte Margotnec"
28088992559814,6723047732,3861695975,2020-01-17,boulevard de Ribeiro 90180 Ruiz-les-Bains
13484140289071,7382270602,2517748068,2021-06-01,"85, avenue Margaux Fernandez 24712 Saint Julie-sur"
96073577228654,7738358497,1198717288,2020-08-09,"11, avenue Carlier 57944 Legrand"
06993304653729,5366105887,1796508223,2022-05-16,rue de Tanguy 44327 Sainte Antoine
49391417241429,3498683433,8154486369,2023-01-04,"28, rue Rodrigues 95203 Gilbert"
51702503153255,8968339833,9729651256,2021-02-20,"2, avenue Adèle Jean 20179 Sainte AndréeVille"
53749997792491,4131911466,8655471038,2020-10-31,"38, chemin Julien 15846 Peron-sur-Grenier"
00525055521081,3706917257,4583577380,2023-06-06,"15, chemin de Durand 75909 Moreau"
35937003762553,8030289257,7885098107,2022-12-25,"943, avenue de Vallée 53176 Le Rouxboeuf"
51702503153255,8968339833,5642797767,2022-02-22,"8, boulevard de Weiss 12784 Saint Luc"
22389614872404,4437557565,6177536372,2021-01-24,"79, chemin de Thibault 97228 Mahe"
53060616902393,2954742847,2394225894,2023-04-07,"94, avenue de Bigot 49107 Sainte Mathilde-les-Bain"
79319466934413,8236279818,8771556492,2020-05-16,"79, chemin de Thibault 97228 Mahe"
53749997792491,4131911466,2125689131,2024-02-17,"79, chemin de Thibault 97228 Mahe"
83907434907681,9483825704,3343199631,2022-12-31,"18, avenue Descamps 62353 Saint Margaux"
49917554883966,3794479229,8876946645,2022-01-21,"48, boulevard Muller 71270 Klein-sur-Mer"
79319466934413,7935233743,2362010836,2024-01-26,"59, boulevard de Vallet 67649 Perrotboeuf"
33058399718832,5877273185,8862419343,2021-08-10,"435, boulevard Frédéric Texier 56186 Saint Victorn"
46800968940449,7967163462,4471434455,2023-01-04,"87, chemin de Lemaire 48306 Saint Valérienec"
30426192025617,6050453215,7879677992,2022-03-14,"2, avenue de Raynaud 39343 Jourdan"
83876695122502,8054020172,3710049907,2022-12-16,"8, chemin Fernandez 47926 Henry-les-Bains"
51702503153255,8968339833,6517733567,2022-02-25,"28, rue Rodrigues 95203 Gilbert"
00525055521081,3706917257,9915949068,2021-03-26,rue de Mendès 47183 Pereznec
92578022077836,6774919538,9932160479,2024-02-22,"69, chemin Le Goff 62402 Saint David"
03791523220638,8965668535,4929080217,2021-12-29,"1, boulevard Coste 89602 Delattre-sur-Raymond"
69511036882363,2557438769,9631575446,2023-10-12,"87, boulevard Élise Schmitt 45371 Sainte Diane"
53060616902393,2954742847,6119143237,2024-02-19,"75, avenue de Michel 81614 Meunierdan"
13484140289071,7382270602,4486441562,2023-08-28,"11, avenue Carlier 57944 Legrand"
89515745207186,4946804105,7375076821,2021-12-03,"29, chemin de Maréchal 31762 Pascal-sur-Joly"
63950133687266,3538927591,4720195415,2023-10-09,"6, boulevard Dumont 10478 Pottier"
29007121912554,3038314745,9985391896,2022-01-27,"690, boulevard Constance Martinez 69634 Lucas"
83876695122502,8054020172,9526993573,2022-12-23,"92, rue de Cousin 56814 Saint Adrienne"
98183300737893,7970714119,8934610086,2024-01-26,"6, boulevard Dumont 10478 Pottier"
84747849229230,2548185245,6429524850,2021-12-12,"9, avenue Bertrand Pons 15496 Lefort-sur-Hebert"
32248510419942,9252043601,4757964592,2023-02-04,"690, boulevard Constance Martinez 69634 Lucas"
29007121912554,3038314745,4271340005,2022-12-30,"2, avenue de Raynaud 39343 Jourdan"
92578022077836,6774919538,2111620267,2020-01-09,rue De Sousa 82879 Roche
81167159265939,7999060766,9324990788,2023-04-14,"27, rue Girard 17980 Lacombe-les-Bains"
28088992559814,6723047732,1965415249,2021-02-14,"15, chemin de Durand 75909 Moreau"
61145436460441,5622045506,1978906435,2021-12-17,"75, avenue de Michel 81614 Meunierdan"
03363878717889,8654757824,3369988598,2023-06-01,"15, chemin de Durand 75909 Moreau"
79319466934413,8236279818,2937840486,2020-02-04,"13, rue Ferreira 75434 Legendre-sur-Mer"
84377770359465,9596329928,6825875378,2022-06-26,"23, boulevard Patrick Boulanger 22560 Sainte Margo"
33058399718832,5877273185,4254968044,2023-02-14,"79, chemin de Thibault 97228 Mahe"
41060060164448,5480431818,5440915390,2022-12-26,chemin de Faivre 97611 Saint Alfred-sur-Mer
51702503153255,1083144912,3627580673,2022-11-02,"2, avenue de Raynaud 39343 Jourdan"
63950133687266,3538927591,3516559134,2020-11-13,"92, rue de Cousin 56814 Saint Adrienne"
61145436460441,5622045506,8720889770,2022-05-26,avenue Gilles 06756 Petit
46800968940449,7967163462,1315361045,2020-02-18,"11, avenue Carlier 57944 Legrand"
84747849229230,2548185245,8495104770,2023-06-22,"28, rue Rodrigues 95203 Gilbert"
33058399718832,5877273185,7838968502,2020-12-18,"37, avenue Pierre Rodriguez 97636 Baron"
83876695122502,8054020172,4091428519,2023-11-20,"1, boulevard Coste 89602 Delattre-sur-Raymond"
23421169317648,3322968243,7325582310,2022-05-31,"1, boulevard Coste 89602 Delattre-sur-Raymond"
84747849229230,2548185245,8196822831,2021-01-25,"2, avenue de Raynaud 39343 Jourdan"
38934376101739,3030842343,4663419948,2024-01-22,rue de Mendès 47183 Pereznec
61145436460441,5622045506,6908065940,2021-07-05,chemin de Faivre 97611 Saint Alfred-sur-Mer
58903816331381,9072452886,1312518964,2023-05-13,"23, boulevard Patrick Boulanger 22560 Sainte Margo"
22389614872404,4437557565,5241002285,2021-02-12,"2, avenue de Raynaud 39343 Jourdan"
58903816331381,9072452886,4475010474,2023-12-01,"85, avenue Margaux Fernandez 24712 Saint Julie-sur"
51702503153255,1083144912,9275388971,2024-06-21,"18, avenue Descamps 62353 Saint Margaux"
22389614872404,4437557565,2044490379,2023-03-03,"69, chemin Le Goff 62402 Saint David"
32248510419942,2587949349,3961521309,2022-01-01,"18, avenue Descamps 62353 Saint Margaux"
35937003762553,8358901571,1638212775,2024-01-07,rue De Sousa 82879 Roche
80903770168495,8659756853,3396463384,2022-10-25,"42, rue Delattre 30953 Vallée"
06993304653729,5366105887,4406876057,2021-12-18,"2, avenue de Raynaud 39343 Jourdan"
53060616902393,2954742847,4310833654,2023-07-12,"82, boulevard Lemoine 54413 Sainte Margotnec"
84377770359465,9596329928,9003164686,2024-02-08,"23, boulevard Patrick Boulanger 22560 Sainte Margo"
97619788371160,8894037471,2598502095,2024-02-15,"75, avenue de Michel 81614 Meunierdan"
55092167093295,6793816076,1907727228,2022-02-02,"943, avenue de Vallée 53176 Le Rouxboeuf"
89515745207186,5664845352,8273949421,2023-01-24,rue de Tanguy 44327 Sainte Antoine
23421169317648,7713134262,9956167276,2020-05-01,"61, boulevard de Blanc 67736 Sainte Simonenec"
70263465761771,2945965350,9438859016,2020-07-06,"48, boulevard Muller 71270 Klein-sur-Mer"
69511036882363,2557438769,7126021413,2022-09-08,"15, chemin de Durand 75909 Moreau"
22389614872404,4437557565,3501692412,2024-09-19,"435, boulevard Frédéric Texier 56186 Saint Victorn"
80903770168495,8659756853,4058778314,2021-02-07,"94, avenue de Bigot 49107 Sainte Mathilde-les-Bain"
35937003762553,8358901571,3720338931,2023-11-01,"94, avenue de Bigot 49107 Sainte Mathilde-les-Bain"
80723535542121,1214418842,7476682880,2021-02-28,chemin de Faivre 97611 Saint Alfred-sur-Mer
38934376101739,3030842343,7643153888,2021-11-09,"38, chemin Julien 15846 Peron-sur-Grenier"
79319466934413,8236279818,2457810847,2023-12-24,"83, rue Charles Diallo 71417 MaréchalVille"
53060616902393,2954742847,2800474709,2021-12-11,"2, avenue Adèle Jean 20179 Sainte AndréeVille"
55092167093295,6793816076,3404202862,2022-01-05,"16, boulevard Barre 97373 Sainte LuceVille"
32248510419942,2587949349,4288783034,2024-01-25,"6, boulevard Dumont 10478 Pottier"
80723535542121,1214418842,1577463211,2022-02-21,"28, rue Rodrigues 95203 Gilbert"
05466078207131,7459875960,2161233514,2023-02-13,"51, boulevard de Jean 97679 Sainte Valérieboeuf"
70263465761771,2945965350,8187396084,2021-01-15,"83, rue Raymond Bourgeois 48520 Ollivier"
29007121912554,3038314745,5736583373,2022-11-05,rue de Mendès 47183 Pereznec
36788219232010,5735019659,1208716336,2020-02-19,"11, avenue Carlier 57944 Legrand"
80723535542121,1214418842,8435876894,2021-01-17,"55, chemin Denis Dufour 95266 Chartier"
80903770168495,8659756853,4149103653,2023-07-29,"83, rue Charles Diallo 71417 MaréchalVille"
35937003762553,8358901571,1327233805,2021-12-13,"55, chemin Denis Dufour 95266 Chartier"
98183300737893,7970714119,7476325749,2023-02-22,"87, chemin de Lemaire 48306 Saint Valérienec"
35937003762553,8030289257,7265462037,2022-01-30,"82, boulevard Lemoine 54413 Sainte Margotnec"
41060060164448,5480431818,2761169692,2021-12-30,"2, avenue de Raynaud 39343 Jourdan"
51702503153255,8968339833,3566796054,2023-12-31,"6, boulevard Dumont 10478 Pottier"
55627527881308,6356963178,7739328497,2022-03-21,"92, rue de Cousin 56814 Saint Adrienne"
64026792801221,4215140589,1923516650,2022-01-22,avenue Gilles 06756 Petit
50318444534242,1177570259,2047889448,2022-01-30,"8, rue Joséphine Allard 47545 Sainte Éric-sur-Mer"
49391417241429,4551123954,1371626587,2022-09-15,"2, avenue de Raynaud 39343 Jourdan"
32248510419942,2587949349,9106944897,2024-01-25,"15, chemin de Durand 75909 Moreau"
83876695122502,8054020172,3942731401,2024-01-31,"75, avenue de Michel 81614 Meunierdan"
80903770168495,8659756853,3942946154,2024-09-20,boulevard de Ribeiro 90180 Ruiz-les-Bains
51702503153255,1083144912,8495607422,2021-02-23,"12, chemin Letellier 83914 Jacquet"
63950133687266,3538927591,8535826934,2022-12-04,"23, boulevard Patrick Boulanger 22560 Sainte Margo"
83876695122502,8054020172,2984710868,2021-01-12,"38, chemin Julien 15846 Peron-sur-Grenier"
66605720133153,9049066537,1951501845,2024-12-20,"8, chemin Fernandez 47926 Henry-les-Bains"
37712325010813,3487627735,5218452524,2021-02-18,"83, rue Charles Diallo 71417 MaréchalVille"
84747849229230,2548185245,2766542969,2020-09-25,avenue Gilles 06756 Petit
92578022077836,3392728242,9210919825,2023-04-14,"75, avenue de Michel 81614 Meunierdan"
96073577228654,7738358497,3513157445,2022-01-28,"55, chemin Denis Dufour 95266 Chartier"
49391417241429,4551123954,2086142374,2026-01-16,"61, boulevard de Blanc 67736 Sainte Simonenec"
51258572017295,2740300555,3287866169,2023-12-18,"92, rue de Cousin 56814 Saint Adrienne"
89515745207186,4946804105,1742946095,2020-12-20,"37, avenue Pierre Rodriguez 97636 Baron"
89515745207186,4946804105,4605745720,2023-11-08,chemin de Faivre 97611 Saint Alfred-sur-Mer
32248510419942,9252043601,7784244802,2024-01-04,"20, chemin de Pineau 26928 Fernandez"
92578022077836,6774919538,6176413413,2025-12-24,"12, chemin Letellier 83914 Jacquet"
79319466934413,7935233743,3429950098,2023-02-07,"59, boulevard de Vallet 67649 Perrotboeuf"
24818656352324,4261260447,1977372812,2022-07-26,"87, chemin de Lemaire 48306 Saint Valérienec"
05466078207131,7459875960,2255923125,2020-12-31,"20, chemin de Pineau 26928 Fernandez"
80723535542121,1214418842,1530917772,2020-03-14,rue de Tanguy 44327 Sainte Antoine
33058399718832,5877273185,4645872556,2023-02-07,"15, chemin de Durand 75909 Moreau"
89515745207186,4946804105,5405399338,2021-12-20,"82, boulevard Lemoine 54413 Sainte Margotnec"
35937003762553,8358901571,3303397785,2022-12-21,"11, avenue Carlier 57944 Legrand"
33058399718832,5877273185,1626253640,2026-03-13,"2, avenue de Raynaud 39343 Jourdan"
31600246537342,1231672681,1181605338,2023-01-16,"29, chemin de Maréchal 31762 Pascal-sur-Joly"
36788219232010,2447515723,9587766523,2020-02-03,"48, boulevard Muller 71270 Klein-sur-Mer"
37712325010813,3487627735,3500477723,2020-06-12,"82, boulevard Lemoine 54413 Sainte Margotnec"
53060616902393,2954742847,1288875611,2022-02-17,"82, boulevard Lemoine 54413 Sainte Margotnec"
81863341627805,4526121248,5856946911,2023-10-17,"9, avenue Bertrand Pons 15496 Lefort-sur-Hebert"
